item_nbr,line,qty,owner,reception_nbr,doctype,created_date,closed,status,expected_date,provider_id,reception_type,file_path
300130,1,279900,TRANSBANK,TNBK-00001,NAC,2024-04-01T08:58:53.905301,1,4,2024-04-01T08:58:53.921618,96689310-9,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
10N.210001PK4,1,1,PARTNER-CO,PRTC-00013,LI,2024-04-01T10:08:38.739997,1,4,2024-04-01T10:08:38.750973,76193180-3-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXCARUH43,1,1,RENOX-RX,RMA-667313,LI,2024-04-01T10:14:07.135717,1,4,2024-04-01T10:14:07.147525,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1196814,14,3,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1900101,13,3,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1140724,12,3,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1140726,11,6,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1400110,10,6,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1400111,9,6,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1400112,8,6,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1400101,7,3,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1400102,6,3,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1500160,5,1,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1196842,4,4,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1196840,3,4,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1196838,2,4,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
1208603,1,1,KIDS-CLUB,KDSC-00052,NAC,2024-04-01T10:20:30.849727,1,4,2024-04-01T10:20:30.879738,Rut cliente,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXCARUMWP35,1,1,RENOX-RX,RMA-669350,LI,2024-04-01T10:24:47.232260,1,4,2024-04-01T10:24:47.245174,RMA669350,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
10N.210001PK4,1,3,PARTNER-CO,PRTC-00014,LI,2024-04-01T10:24:50.273033,1,4,2024-04-01T10:24:50.286182,76193180-3-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXMEMWP36,1,1,RENOX-RX,RMA-666760,LI,2024-04-01T10:30:35.199590,1,4,2024-04-01T10:30:35.213085,RMA669350,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXDAMOWPM38,2,1,RENOX-RX,RMA-670751,LI,2024-04-01T10:42:23.576881,1,4,2024-04-01T10:42:23.590520,RMA669350,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLM38,1,1,RENOX-RX,RMA-670751,LI,2024-04-01T10:42:23.576881,1,4,2024-04-01T10:42:23.590520,RMA669350,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSMUSM37,1,1,RENOX-RX,RMA-664358,LI,2024-04-01T10:49:04.650277,1,4,2024-04-01T10:49:04.665265,RMA669350,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
200491-1,1,1,SANTU,SNTU-00076,LI,2024-04-01T10:49:40.758546,1,4,2024-04-01T10:49:40.771659,77711977-K,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
CMPC7806500799566,1,1,SOFTYS,SFTY-00052,LI,2024-04-01T11:02:09.786558,1,4,2024-04-01T11:02:09.799477,98529310-8-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
6950225102635,3,48,HEALTHY-GREEN,HTGN-00039,NAC,2024-04-01T11:23:26.658312,1,4,2024-04-01T11:23:26.673400,77.332.914-1,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
2130-49,2,1,HEALTHY-GREEN,HTGN-00039,NAC,2024-04-01T11:23:26.658312,1,4,2024-04-01T11:23:26.673400,77.332.914-1,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
2034-37,1,3,HEALTHY-GREEN,HTGN-00039,NAC,2024-04-01T11:23:26.658312,1,4,2024-04-01T11:23:26.673400,77.332.914-1,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLH42,1,1,RENOX-RX,RMA-668252,LI,2024-04-01T11:23:49.099343,1,4,2024-04-01T11:23:49.110729,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXCARUHWP44,1,1,RENOX-RX,RMA-666575,LI,2024-04-01T11:41:19.893145,1,4,2024-04-01T11:41:19.905980,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXMEMWP40,1,1,RENOX-RX,RMA-656861,LI,2024-04-01T11:46:50.508982,1,4,2024-04-01T11:46:50.520548,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXCARUMWP39,2,1,RENOX-RX,RMA-664271,LI,2024-04-01T11:53:55.192326,1,4,2024-04-01T11:53:55.207547,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSMUSM39,1,1,RENOX-RX,RMA-664271,LI,2024-04-01T11:53:55.192326,1,4,2024-04-01T11:53:55.207547,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLM35,1,1,RENOX-RX,RMA-23804,LI,2024-04-01T12:11:30.481604,1,4,2024-04-01T12:11:30.493726,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBEIH43,1,1,RENOX-RX,RMA-668326,LI,2024-04-01T12:17:23.592404,1,4,2024-04-01T12:17:23.603215,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXNEROHWP40,1,1,RENOX-RX,RMA-667716,LI,2024-04-01T12:25:42.105265,1,4,2024-04-01T12:25:42.118172,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXACORUSH43,1,1,RENOX-RX,RMA-660802,LI,2024-04-01T12:35:18.991516,1,4,2024-04-01T12:35:19.005772,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLM39,2,1,RENOX-RX,RMA-666131,LI,2024-04-01T12:41:50.313607,1,4,2024-04-01T12:41:50.325963,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLH43,1,1,RENOX-RX,RMA-666131,LI,2024-04-01T12:41:50.313607,1,4,2024-04-01T12:41:50.325963,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
OMNIHACK_CL,5,19,NATURACOM,NTCM-00107,LI,2024-04-01T12:53:31.047854,1,4,2024-04-01T12:53:31.063369,77564115-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
FEM_CONTROLE_CL,4,1,NATURACOM,NTCM-00107,LI,2024-04-01T12:53:31.047854,1,4,2024-04-01T12:53:31.063369,77564115-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
GLADIATOR_20CAPS_CL,3,59,NATURACOM,NTCM-00107,LI,2024-04-01T12:53:31.047854,1,4,2024-04-01T12:53:31.063369,77564115-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
GLADIATOR_20CAPS_CL,2,8,NATURACOM,NTCM-00107,LI,2024-04-01T12:53:31.047854,1,4,2024-04-01T12:53:31.063369,77564115-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
PROSTABIOTIC,1,1,NATURACOM,NTCM-00107,LI,2024-04-01T12:53:31.047854,1,4,2024-04-01T12:53:31.063369,77564115-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815209488,2,1,APPIA-CHILE,SBS-00125,LI,2024-04-01T12:53:42.121525,1,4,2024-04-01T12:53:42.135998,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815209471,1,1,APPIA-CHILE,SBS-00125,LI,2024-04-01T12:53:42.121525,1,4,2024-04-01T12:53:42.135998,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815216264,2,1,APPIA-CHILE,SBS-00126,LI,2024-04-01T13:02:17.460461,1,4,2024-04-01T13:02:17.472206,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815216288,1,1,APPIA-CHILE,SBS-00126,LI,2024-04-01T13:02:17.460461,1,4,2024-04-01T13:02:17.472206,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815216288,1,1,APPIA-CHILE,SBS-00127,LI,2024-04-01T13:11:22.063568,1,4,2024-04-01T13:11:22.075522,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9781471538520,2,1,APPIA-CHILE,SBS-00128,LI,2024-04-01T13:16:23.422138,1,4,2024-04-01T13:16:23.435449,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9781471566011,1,1,APPIA-CHILE,SBS-00128,LI,2024-04-01T13:16:23.422138,1,4,2024-04-01T13:16:23.435449,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815209358,2,1,APPIA-CHILE,SBS-00129,LI,2024-04-01T13:23:53.662277,1,4,2024-04-01T13:23:53.679820,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789815209365,1,1,APPIA-CHILE,SBS-00129,LI,2024-04-01T13:23:53.662277,1,4,2024-04-01T13:23:53.679820,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
9789814911344,1,1,APPIA-CHILE,SBS-00130,LI,2024-04-01T13:30:16.005153,1,4,2024-04-01T13:30:16.018949,77173503-4-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000108,7,5,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000110,6,10,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000099,5,24,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000109,4,21,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000109,3,4,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
BIOLICA2021,2,11,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
BIOLICA2021,1,4,COLYNN,CLYN-00120,LI,2024-04-01T13:40:57.048877,1,4,2024-04-01T13:40:57.069681,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
MKDP471B64-1,1,1,CENCOSUD,CNCO-00465,LI,2024-04-01T14:58:52.962720,1,4,2024-04-01T14:58:52.976564,81201000-19-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
4067978489707,1,1,CRUZADOS,INV-00199,LI,2024-04-01T15:18:30.187600,1,4,2024-04-01T15:18:30.200717,76072469-2-90,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713597,29,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714541,28,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714540,27,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714554,26,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711652,25,2,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712054,24,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713600,23,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
710510,22,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
710518,21,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
710520,20,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712395,19,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711374,18,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714509,17,2,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
710656,16,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714561,15,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713331,14,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712356,13,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
711049,12,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
715525,11,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713566,10,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714552,9,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712530,8,2,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712355,7,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712325,6,16,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714551,5,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714564,4,4,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
713332,3,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714553,2,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
712087,1,1,TIENDA-COPEC,TCPC-00023,LI,2024-04-01T17:15:21.561814,1,4,2024-04-01T17:15:21.615269,99520000-88-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B300A180-UC,20,198,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
D411A185-UC,19,288,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
D411A184-UC,18,288,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B412A180-UC,17,301,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B140A180-UC,16,98,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B340A185-UC,15,198,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B310A185-UC,14,198,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B310A184-UC,13,198,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B310A183-UC,12,198,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B211A095-UC,11,70,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B211A094-UC,10,70,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B211A093-UC,9,70,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B211A125-UC,8,70,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B211A124-UC,7,70,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B211A123-UC,6,70,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B213A016-UC,5,100,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B213A015-UC,4,205,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B213A014-UC,3,204,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B213A013-UC,2,157,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
B213A012-UC,1,98,DOMESTICO,DOM-00001,IMP,2024-04-02T08:49:01.210317,1,4,2024-04-02T08:49:01.251527,77225391-5,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXALZ1MT,1,1,RENOX-RX,RMA-ALZPARIS003,LI,2024-04-02T09:13:55.773698,1,4,2024-04-02T09:13:55.786825,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000108,8,10,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000110,7,37,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000099,6,65,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000109,5,41,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
00-00000109,4,13,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
BIOLICA2021,3,13,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
BIOLICA2021,2,3,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
BIOLICA2021,1,3,COLYNN,CLYN-00122,LI,2024-04-02T09:21:44.477636,1,4,2024-04-02T09:21:44.499919,77655209-1-8,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBEIM37,2,1,RENOX-RX,RMA-663937,LI,2024-04-02T09:38:31.889769,1,4,2024-04-02T09:38:31.902649,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLM37,1,1,RENOX-RX,RMA-663937,LI,2024-04-02T09:38:31.889769,1,4,2024-04-02T09:38:31.902649,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXCARUMWP38,1,1,RENOX-RX,RMA-667946,LI,2024-04-02T09:48:06.639202,1,4,2024-04-02T09:48:06.651499,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXVERSBLM35,1,1,RENOX-RX,RMA-666207,LI,2024-04-02T09:54:45.659600,1,4,2024-04-02T09:54:45.672489,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXNEROHWP45,1,1,RENOX-RX,RMA-667828,LI,2024-04-02T10:04:59.919622,1,4,2024-04-02T10:04:59.930696,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
RXCARUHWP42,1,1,RENOX-RX,RMA-670096,LI,2024-04-02T10:14:11.162554,1,4,2024-04-02T10:14:11.177417,76.350.162-0,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714574,4,400,TIENDA-COPEC,SCPC-00004,Cross-D,2024-04-02T10:20:49.463407,1,4,2024-04-02T10:20:49.485976,99520000-84-77,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
714573,3,400,TIENDA-COPEC,SCPC-00004,Cross-D,2024-04-02T10:20:49.463407,1,4,2024-04-02T10:20:49.485976,99520000-84-77,BATCH,C:/workspace/blue-attached/respaldoS3\18-00-07.csv
